season,home_team,away_team,goals_h,goals_a,stadium,link,match_week,match_date,month,day,weekday,referee,attendance,possession_h,possession_a,shots_on_target_h,shots_on_target_a,shots_h,shots_a,touches_h,touches_a,passes_h,passes_a,tackles_h,tackles_a,clearances_h,clearances_a,corners_h,corners_a,offsides_h,offsides_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,fouls_conceded_h,fouls_conceded_a,formation_h,formation_a
2022/23,Brighton,Leicester,5,2,Amex Stadium,https://www.premierleague.com/match/74963,6,2022-09-04,9,4,7,Tony Harrington,31185.0,53.5,46.5,11,4,23,6,670,608,493,436,17,13,5,27,10,1,2,3,1,1,0,0,6,8,3-5-2,4-4-2
2022/23,Man Utd,Arsenal,3,1,Old Trafford,https://www.premierleague.com/match/74966,6,2022-09-04,9,4,7,Paul Tierney,73431.0,39.5,60.5,6,3,10,16,472,630,310,465,17,14,24,6,2,5,4,0,3,3,0,0,13,9,4-2-3-1,4-2-3-1
2022/23,Everton,Liverpool,0,0,Goodison Park,https://www.premierleague.com/match/74965,6,2022-09-03,9,3,6,Anthony Taylor,39240.0,39.1,60.9,3,8,14,23,497,682,302,469,19,15,32,16,7,9,3,2,2,2,0,0,7,11,4-3-3,4-3-3
2022/23,Brentford,Leeds,5,2,Gtech Community Stadium,https://www.premierleague.com/match/74962,6,2022-09-03,9,3,6,Robert Jones,,31.1,68.9,8,6,14,17,429,693,218,488,24,24,21,13,2,6,1,1,2,2,0,0,8,9,4-3-3,4-2-3-1
2022/23,Chelsea,West Ham,2,1,Stamford Bridge,https://www.premierleague.com/match/74964,6,2022-09-03,9,3,6,Andy Madley,39923.0,68.1,31.9,3,3,8,6,826,485,661,308,16,14,12,28,10,3,1,1,4,2,0,0,6,11,3-1-4-2,3-4-1-2
2022/23,Newcastle,Crystal Palace,0,0,St. James' Park,https://www.premierleague.com/match/74967,6,2022-09-03,9,3,6,Michael Salisbury,51863.0,51.7,48.3,6,9,23,19,599,604,359,362,18,23,18,35,13,5,2,1,2,2,0,0,19,12,4-3-3,4-3-3
2022/23,Nott'm Forest,Bournemouth,2,3,The City Ground,https://www.premierleague.com/match/74968,6,2022-09-03,9,3,6,Michael Oliver,28720.0,52.7,47.3,3,3,11,8,665,626,486,442,13,12,17,29,4,6,1,1,2,1,0,0,13,10,3-4-2-1,4-2-3-1
2022/23,Spurs,Fulham,2,1,Tottenham Hotspur Stadium,https://www.premierleague.com/match/74969,6,2022-09-03,9,3,6,Stuart Attwell,61641.0,51.9,48.1,10,3,23,9,659,629,475,433,19,18,17,19,10,3,3,0,3,4,0,0,9,6,3-4-2-1,4-2-3-1
2022/23,Wolves,Southampton,1,0,Molineux Stadium,https://www.premierleague.com/match/74970,6,2022-09-03,9,3,6,John Brooks,30546.0,50.8,49.2,2,1,7,12,630,593,432,406,14,20,26,18,5,6,1,0,4,2,0,0,10,14,4-3-3,4-2-3-1
2022/23,Aston Villa,Man City,1,1,Villa Park,https://www.premierleague.com/match/74961,6,2022-09-03,9,3,6,Simon Hooper,41830.0,27.7,72.3,1,4,3,13,420,895,287,763,15,13,15,8,1,4,5,3,2,0,0,0,7,6,4-3-2-1,4-3-3
2022/23,Leicester,Man Utd,0,1,King Power Stadium,https://www.premierleague.com/match/74956,5,2022-09-01,9,1,4,Craig Pawson,32226.0,53.9,46.1,2,2,10,9,781,682,595,513,21,15,16,10,1,3,0,2,1,3,0,0,7,15,4-1-4-1,4-2-3-1
2022/23,Arsenal,Aston Villa,2,1,Emirates Stadium,https://www.premierleague.com/match/74951,5,2022-08-31,8,31,3,Robert Jones,60012.0,58.9,41.1,9,3,22,4,699,524,504,352,10,16,10,24,10,3,1,1,2,3,0,0,10,14,4-2-3-1,4-3-3
2022/23,Bournemouth,Wolves,0,0,Vitality Stadium,https://www.premierleague.com/match/74952,5,2022-08-31,8,31,3,Anthony Taylor,10113.0,34.1,65.9,2,4,5,17,519,795,320,603,24,26,27,13,2,5,0,3,2,1,0,0,12,12,4-4-2,4-3-3
2022/23,Man City,Nott'm Forest,6,0,Etihad Stadium,https://www.premierleague.com/match/74959,5,2022-08-31,8,31,3,Paul Tierney,53409.0,74.9,25.1,9,1,17,8,924,407,785,261,13,14,6,24,10,1,2,2,0,1,0,0,9,7,4-2-3-1,5-3-2
2022/23,West Ham,Spurs,1,1,London Stadium,https://www.premierleague.com/match/74957,5,2022-08-31,8,31,3,Peter Bankes,62450.0,38.3,61.7,4,3,14,12,534,779,369,621,13,7,22,17,3,4,1,0,2,5,0,0,10,10,4-2-3-1,3-4-2-1
2022/23,Liverpool,Newcastle,2,1,Anfield,https://www.premierleague.com/match/74958,5,2022-08-31,8,31,3,Andre Marriner,53316.0,71.8,28.2,6,2,23,5,823,447,625,256,7,23,4,42,13,0,2,2,0,2,0,0,9,10,4-3-3,4-3-3
2022/23,Crystal Palace,Brentford,1,1,Selhurst Park,https://www.premierleague.com/match/74953,5,2022-08-30,8,30,2,Simon Hooper,25043.0,48.9,51.1,4,3,13,9,667,664,472,482,21,14,26,5,4,6,1,0,1,2,0,0,11,8,4-1-4-1,4-3-3
2022/23,Fulham,Brighton,2,1,Craven Cottage,https://www.premierleague.com/match/74954,5,2022-08-30,8,30,2,Thomas Bramall,22224.0,39.1,60.9,3,4,10,7,545,736,344,533,26,23,22,11,3,3,0,2,2,1,0,0,9,11,4-2-3-1,3-5-2
2022/23,Southampton,Chelsea,2,1,St. Mary's Stadium,https://www.premierleague.com/match/74960,5,2022-08-30,8,30,2,Michael Oliver,,32.2,67.8,7,4,9,10,478,805,259,561,19,26,29,26,5,3,0,3,2,1,0,0,15,10,4-2-3-1,4-2-2-2
2022/23,Leeds,Everton,1,1,Elland Road,https://www.premierleague.com/match/74955,5,2022-08-30,8,30,2,Darren England,36338.0,69.1,30.9,5,2,14,7,898,527,644,292,25,28,12,35,10,2,2,2,3,3,0,0,10,9,4-2-3-1,4-3-3
2022/23,Aston Villa,West Ham,0,1,Villa Park,https://www.premierleague.com/match/74942,4,2022-08-28,8,28,7,David Coote,41796.0,57.8,42.2,3,2,9,7,771,606,582,419,17,13,13,29,3,2,2,1,2,0,0,0,10,10,4-3-1-2,3-5-2
2022/23,Wolves,Newcastle,1,1,Molineux Stadium,https://www.premierleague.com/match/74950,4,2022-08-28,8,28,7,Peter Bankes,31311.0,36.1,63.9,4,6,10,21,469,662,265,458,22,15,36,13,4,13,3,1,2,1,0,0,10,11,4-3-3,4-3-3
2022/23,Nott'm Forest,Spurs,0,2,The City Ground,https://www.premierleague.com/match/74948,4,2022-08-28,8,28,7,Craig Pawson,29296.0,55.3,44.7,1,7,17,18,754,653,568,462,21,13,7,25,6,1,1,3,6,1,0,0,11,13,3-4-2-1,3-4-2-1
2022/23,Arsenal,Fulham,2,1,Emirates Stadium,https://www.premierleague.com/match/74941,4,2022-08-27,8,27,6,Jarred Gillett,60164.0,72.0,28.0,8,3,22,11,793,425,595,223,15,24,5,30,9,2,1,0,2,3,0,0,6,12,4-2-3-1,4-2-3-1
2022/23,Southampton,Man Utd,0,1,St. Mary's Stadium,https://www.premierleague.com/match/74949,4,2022-08-27,8,27,6,Andy Madley,31196.0,48.3,51.7,5,6,17,11,571,594,364,404,17,14,10,36,5,3,1,1,0,3,0,0,4,14,4-2-3-1,4-2-3-1
2022/23,Brentford,Everton,1,1,Gtech Community Stadium,https://www.premierleague.com/match/74943,4,2022-08-27,8,27,6,John Brooks,17009.0,57.8,42.2,5,7,20,14,706,588,514,385,14,22,12,37,8,5,0,2,2,2,0,0,8,8,4-3-3,3-4-3
2022/23,Brighton,Leeds,1,0,Amex Stadium,https://www.premierleague.com/match/74944,4,2022-08-27,8,27,6,Michael Salisbury,30953.0,42.8,57.2,4,2,13,10,542,659,353,475,14,22,8,16,5,3,2,1,2,3,0,0,10,14,4-4-2,4-2-3-1
2022/23,Chelsea,Leicester,2,1,Stamford Bridge,https://www.premierleague.com/match/74945,4,2022-08-27,8,27,6,Paul Tierney,39953.0,45.1,54.9,4,5,7,17,624,710,446,524,18,17,25,14,3,11,3,1,1,2,1,0,10,7,4-4-2,4-1-4-1
2022/23,Liverpool,Bournemouth,9,0,Anfield,https://www.premierleague.com/match/74946,4,2022-08-27,8,27,6,Stuart Attwell,53328.0,69.4,30.6,12,2,19,5,849,455,681,303,12,20,3,17,8,1,3,0,0,1,0,0,6,5,4-3-3,4-2-3-1
2022/23,Man City,Crystal Palace,4,2,Etihad Stadium,https://www.premierleague.com/match/74947,4,2022-08-27,8,27,6,Darren England,53112.0,74.3,25.7,5,2,18,2,916,411,770,265,12,9,3,27,6,1,2,1,1,2,0,0,14,8,4-2-3-1,5-4-1
2022/23,Man Utd,Liverpool,2,1,Old Trafford,https://www.premierleague.com/match/74937,3,2022-08-22,8,22,1,Michael Oliver,,29.5,70.5,5,5,13,17,478,835,273,645,24,13,34,7,6,8,2,2,3,1,0,0,11,7,4-2-3-1,4-3-3
2022/23,Leeds,Chelsea,3,0,Elland Road,https://www.premierleague.com/match/74935,3,2022-08-21,8,21,7,Stuart Attwell,36372.0,39.1,60.9,6,3,12,14,514,719,318,494,26,22,14,12,4,6,1,7,0,1,0,1,16,15,4-2-3-1,3-5-2
2022/23,West Ham,Brighton,0,2,London Stadium,https://www.premierleague.com/match/74940,3,2022-08-21,8,21,7,Anthony Taylor,62449.0,49.6,50.4,3,2,13,11,633,655,467,485,8,17,12,16,5,4,3,1,2,0,0,0,10,7,4-2-3-1,3-5-1-1
2022/23,Newcastle,Man City,3,3,St. James' Park,https://www.premierleague.com/match/74938,3,2022-08-21,8,21,7,Jarred Gillett,52258.0,31.3,68.7,6,10,12,21,440,794,275,608,13,9,22,13,5,5,2,1,4,2,1,0,14,7,4-3-3,4-3-3
2022/23,Spurs,Wolves,1,0,Tottenham Hotspur Stadium,https://www.premierleague.com/match/74939,3,2022-08-20,8,20,6,Simon Hooper,61298.0,49.9,50.1,4,3,11,20,661,652,472,477,18,18,17,17,8,6,2,0,2,2,0,0,10,8,3-4-2-1,3-5-2
2022/23,Crystal Palace,Aston Villa,3,1,Selhurst Park,https://www.premierleague.com/match/74932,3,2022-08-20,8,20,6,Andy Madley,22012.0,50.8,49.2,9,5,17,13,639,612,448,428,14,26,11,8,4,2,1,1,2,1,0,0,16,14,4-3-3,4-3-3
2022/23,Everton,Nott'm Forest,1,1,Goodison Park,https://www.premierleague.com/match/74933,3,2022-08-20,8,20,6,Andre Marriner,39271.0,48.3,51.7,8,5,19,14,602,613,412,444,13,22,15,20,6,2,4,1,3,2,0,0,6,9,3-4-3,3-4-1-2
2022/23,Fulham,Brentford,3,2,Craven Cottage,https://www.premierleague.com/match/74934,3,2022-08-20,8,20,6,Peter Bankes,21798.0,43.7,56.3,9,5,18,13,498,592,311,417,12,12,22,9,6,3,5,7,3,2,0,0,13,7,4-2-3-1,4-3-3
2022/23,Leicester,Southampton,1,2,King Power Stadium,https://www.premierleague.com/match/74936,3,2022-08-20,8,20,6,Michael Salisbury,30850.0,62.0,38.0,1,3,6,9,758,525,556,335,15,19,20,22,2,5,0,1,2,3,0,0,11,15,4-1-4-1,4-2-3-1
2022/23,Bournemouth,Arsenal,0,3,Vitality Stadium,https://www.premierleague.com/match/74931,3,2022-08-20,8,20,6,Craig Pawson,10423.0,41.8,58.2,1,6,6,14,576,773,411,580,22,14,11,20,3,4,1,3,2,1,0,0,12,10,3-1-4-2,4-2-3-1
2022/23,Liverpool,Crystal Palace,1,1,Anfield,https://www.premierleague.com/match/74926,2,2022-08-15,8,15,1,Paul Tierney,52970.0,72.6,27.4,4,3,24,7,951,495,741,274,20,23,8,38,4,2,3,2,2,4,1,0,7,8,4-3-3,5-4-1
2022/23,Nott'm Forest,West Ham,1,0,The City Ground,https://www.premierleague.com/match/74928,2,2022-08-14,8,14,7,Robert Jones,29281.0,43.2,56.8,6,5,13,19,497,585,288,381,16,16,29,17,6,7,3,2,4,1,0,0,10,11,3-4-1-2,4-3-3
2022/23,Chelsea,Spurs,2,2,Stamford Bridge,https://www.premierleague.com/match/74925,2,2022-08-14,8,14,7,Anthony Taylor,39946.0,63.7,36.3,3,5,16,10,806,557,597,340,28,25,5,32,8,5,2,1,3,0,0,0,9,9,3-5-2,3-4-2-1
2022/23,Aston Villa,Everton,2,1,Villa Park,https://www.premierleague.com/match/74922,2,2022-08-13,8,13,6,Michael Oliver,41883.0,57.5,42.5,4,4,12,15,697,547,517,378,15,16,16,17,5,8,2,3,4,1,0,0,9,7,4-1-2-1-2,3-4-3
2022/23,Arsenal,Leicester,4,2,Emirates Stadium,https://www.premierleague.com/match/74921,2,2022-08-13,8,13,6,Darren England,60033.0,49.9,50.1,7,2,19,6,621,611,462,472,8,12,11,16,6,2,2,3,1,1,0,0,15,9,4-2-3-1,3-5-1-1
2022/23,Brighton,Newcastle,0,0,Amex Stadium,https://www.premierleague.com/match/74924,2,2022-08-13,8,13,6,Graham Scott,31552.0,54.5,45.5,7,1,13,4,542,508,374,314,18,12,19,32,7,3,1,4,2,3,0,0,8,6,3-4-1-2,4-3-3
2022/23,Man City,Bournemouth,4,0,Etihad Stadium,https://www.premierleague.com/match/74927,2,2022-08-13,8,13,6,David Coote,53453.0,66.7,33.3,7,1,19,3,840,463,696,353,8,10,4,20,11,1,2,1,0,3,0,0,9,9,4-2-3-1,3-4-2-1
2022/23,Southampton,Leeds,2,2,St. Mary's Stadium,https://www.premierleague.com/match/74929,2,2022-08-13,8,13,6,Tony Harrington,30815.0,42.6,57.4,4,5,14,13,549,661,332,454,17,27,17,20,2,5,1,1,1,3,0,0,10,12,3-4-2-1,4-2-3-1
2022/23,Wolves,Fulham,0,0,Molineux Stadium,https://www.premierleague.com/match/74930,2,2022-08-13,8,13,6,John Brooks,31178.0,59.6,40.4,1,3,7,9,691,525,496,328,18,19,14,22,5,3,1,0,3,3,0,0,7,14,4-2-3-1,4-2-3-1
2022/23,Brentford,Man Utd,4,0,Gtech Community Stadium,https://www.premierleague.com/match/74923,2,2022-08-13,8,13,6,Stuart Attwell,17051.0,33.3,66.7,7,4,13,15,421,699,255,525,6,12,13,22,8,2,1,2,0,4,0,0,6,15,5-3-2,4-2-3-1
2022/23,Leicester,Brentford,2,2,King Power Stadium,https://www.premierleague.com/match/74916,1,2022-08-07,8,7,7,Jarred Gillett,31794.0,55.4,44.6,5,3,14,8,748,604,580,457,13,11,12,16,5,6,0,0,2,2,0,0,6,5,3-5-1-1,4-3-3
2022/23,Man Utd,Brighton,1,2,Old Trafford,https://www.premierleague.com/match/74919,1,2022-08-07,8,7,7,Paul Tierney,73711.0,62.9,37.1,5,4,17,15,732,509,548,326,12,14,10,24,6,2,3,1,4,1,0,0,7,12,,
2022/23,West Ham,Man City,0,2,London Stadium,https://www.premierleague.com/match/74920,1,2022-08-07,8,7,7,Michael Oliver,62443.0,24.6,75.4,1,2,6,14,391,967,263,833,14,6,17,11,1,4,4,1,0,1,0,0,8,4,4-2-3-1,4-3-3
2022/23,Fulham,Liverpool,2,2,Craven Cottage,https://www.premierleague.com/match/74914,1,2022-08-06,8,6,6,Andy Madley,25000.0,33.1,66.9,3,4,9,11,499,811,294,612,25,11,30,14,4,4,4,4,2,0,0,0,7,9,4-2-3-1,4-3-3
2022/23,Bournemouth,Aston Villa,2,0,Vitality Stadium,https://www.premierleague.com/match/74912,1,2022-08-06,8,6,6,Peter Bankes,10000.0,34.4,65.6,3,2,7,15,501,770,301,571,20,10,36,8,5,5,1,4,3,3,0,0,18,16,3-4-2-1,4-3-3
2022/23,Leeds,Wolves,2,1,Elland Road,https://www.premierleague.com/match/74915,1,2022-08-06,8,6,6,Robert Jones,36347.0,40.1,59.9,4,6,12,15,551,773,355,546,21,16,22,16,6,4,0,1,2,0,0,0,13,9,4-2-3-1,4-2-3-1
2022/23,Newcastle,Nott'm Forest,2,0,St. James' Park,https://www.premierleague.com/match/74917,1,2022-08-06,8,6,6,Simon Hooper,52245.0,61.4,38.6,10,0,23,5,675,504,469,294,19,15,14,36,11,1,2,0,0,3,0,0,9,14,4-3-3,3-4-1-2
2022/23,Spurs,Southampton,4,1,Tottenham Hotspur Stadium,https://www.premierleague.com/match/74918,1,2022-08-06,8,6,6,Andre Marriner,61732.0,57.5,42.5,8,2,18,10,733,596,554,410,24,14,18,19,10,2,2,0,3,0,0,0,11,6,3-4-2-1,5-3-2
2022/23,Everton,Chelsea,0,1,Goodison Park,https://www.premierleague.com/match/74913,1,2022-08-06,8,6,6,Craig Pawson,39254.0,37.3,62.7,4,6,8,15,533,778,335,566,24,19,27,16,4,16,0,2,3,2,0,0,14,11,5-4-1,3-4-3
2022/23,Crystal Palace,Arsenal,0,2,Selhurst Park,https://www.premierleague.com/match/74911,1,2022-08-05,8,5,5,Anthony Taylor,25286.0,56.3,43.7,2,2,10,10,770,652,562,438,18,29,19,24,3,5,1,2,1,2,0,0,16,11,4-2-3-1,4-3-3
